# Species	Genes	Alg.-Conn.	Anoxybacillus_flavithermus_WK1_ASM1904v1_genomic.g2d.faa	Bacillus_amyloliquefaciens_XH7_ASM22164v1_genomic.g2d.faa	Bacillus_anthracis_Ames_ASM83306v1_genomic.g2d.faa	Bacillus_clausii_KSM-K16_ASM982v1_genomic.g2d.faa	Bacillus_licheniformis_DSM_13___ATCC_14580_ASM842v1_genomic.g2d.faa	Bacillus_licheniformis_SCDB_14_ASM207409v1_genomic.g2d.faa	Bacillus_megaterium_DSM_319_ASM2580v1_genomic.g2d.faa	Bacillus_subtilis_subsp_subtilis_str_168_ASM904v1_genomic.g2d.faa	Bacillus_thuringiensis_BMB171_ASM9216v1_genomic.g2d.faa	Clostridioides_difficile_630_ASM920v1_genomic.g2d.faa	Clostridium_acetobutylicum_ATCC_824_ASM876v1_genomic.g2d.faa	Clostridium_beijerinckii_NCIMB_8052_ASM1696v1_genomic.g2d.faa	Clostridium_botulinum_A_str_ATCC_3502_ASM6358v1_genomic.g2d.faa	Clostridium_kluyveri_DSM_555_ASM1650v1_genomic.g2d.faa	Clostridium_novyi_NT_ASM1412v1_genomic.g2d.faa	Clostridium_perfringens_ATCC_13124_ASM1328v1_genomic.g2d.faa	Clostridium_tetani_E88_Massachusetts_substr_E88_ASM762v1_genomic.g2d.faa	Corynebacterium_glutamicum_CP_ASM144786v2_genomic.g2d.faa	Enterococcus_faecalis_V583_ASM778v1_genomic.g2d.faa	Geobacillus_kaustophilus_HTA426_ASM978v1_genomic.g2d.faa	Lactobacillus_acidophilus_NCFM_ASM1198v1_genomic.g2d.faa	Lactobacillus_brevis_ATCC_367_ASM1446v1_genomic.g2d.faa	Lactobacillus_casei_BL23_ASM2648v1_genomic.g2d.faa	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_ASM1440v1_genomic.g2d.faa	Lactobacillus_fermentum_IFO_3956_ASM1014v1_genomic.g2d.faa	Lactobacillus_helveticus_DPC_4571_ASM1538v1_genomic.g2d.faa	Lactobacillus_johnsonii_NCC_533_ASM806v1_genomic.g2d.faa	Lactobacillus_pentosus_BGM48_ASM285001v1_genomic.g2d.faa	Lactobacillus_plantarum_WCFS1_NCIMB8826_ASM20385v3_genomic.g2d.faa	Lactobacillus_reuteri_JCM_1112_ASM1000v1_genomic.g2d.faa	Lactobacillus_rhamnosus_GG_ASM335345v1_genomic.g2d.faa	Lactobacillus_sakei_DS4_ASM295365v1_genomic.g2d.faa	Lactobacillus_salivarius_UCC118_ASM892v1_genomic.g2d.faa	Lactococcus_lactis_subsp_cremoris_MG1363_ASM942v1_genomic.g2d.faa	Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293_ASM1444v1_genomic.g2d.faa	Oenococcus_oeni_PSU-1_ASM1438v1_genomic.g2d.faa	Paenibacillus_polymyxa_SQR-21_SQR21_ASM59798v1_genomic.g2d.faa	Pediococcus_pentosaceus_ATCC_25745_ASM1450v1_genomic.g2d.faa	Staphylococcus_aureus_subsp_aureus_NCTC_8325_ASM1342v1_genomic.g2d.faa	Streptococcus_agalactiae_2603V_R_ASM726v1_genomic.g2d.faa	Streptococcus_anginosus_J4211_ASM141263v1_genomic.g2d.faa	Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124_ASM1070v1_genomic.g2d.faa	Streptococcus_equi_subsp_zooepidemicus_MGCS10565_MGCS10565_ATCC_BAA1716_ASM2076v1_genomic.g2d.faa	Streptococcus_gallolyticus_UCN34_ASM2718v1_genomic.g2d.faa	Streptococcus_gordonii_str_Challis_substr_CH1_ASM1700v1_genomic.g2d.faa	Streptococcus_intermedius_JTH08_ASM30680v1_genomic.g2d.faa	Streptococcus_lutetiensis_033_ASM44153v1_genomic.g2d.faa	Streptococcus_mitis_B6_ASM2716v1_genomic.g2d.faa	Streptococcus_mutans_UA159_ASM746v2_genomic.g2d.faa	Streptococcus_pneumoniae_D39_ASM1436v2_genomic.g2d.faa	Streptococcus_pyogenes_HSC5_ASM42204v1_genomic.g2d.faa	Streptococcus_pyogenes_MGAS5005_ASM1176v2_genomic.g2d.faa	Streptococcus_suis_P1_7_ASM9190v1_genomic.g2d.faa	Streptococcus_thermophilus_CNRZ1066_ASM1184v1_genomic.g2d.faa	Streptococcus_uberis_0140J_ASM954v1_genomic.g2d.faa	Tetragenococcus_halophilus_MJ4_ASM171281v1_genomic.g2d.faa
35	35	0.00153	Aflv_0907	BAXH7_02590	BF25_RS03650	*	BLi02645	B14_RS09070	BMD_4478	BSU24700	BMB171_C3908	*	*	*	*	*	*	*	*	*	*	GK2432	*	*	LCABL_11900	*	LAF_0547	*	*	BB562_06250	lp_2246	*	DU507_05165	C0213_07215	LSL_0427	llmg_2405	*	*	*	PEPE_1235	SAOUHSC_01639	*	SanJ4211_0221	SDEG_0137	Sez_0118	GALLO_0090	SGO_1921	SCIM_RS08230	KE3_RS00250	smi_0208	SMU_1983	SPD_1860	L897_00690	M5005_Spy0089	SSU0129	str1862	SUB0121	AC806_RS01075
46	46	0.0118	Aflv_0518	BAXH7_02915	BF25_RS01915	ABC2701	BLi03047	B14_RS07040	BMD_4742	BSU28990	BMB171_C4222	*	*	*	*	*	*	*	*	*	EF_0882	GK2722	LBA1545	LVIS_1038	LCABL_19240	LBUL_1403	LAF_1313	lhv_1613	LJ_1647	BB562_09820	lp_1512	LAR_1177	DU507_09155	C0213_07705	LSL_0492	llmg_1809	LEUM_0530	OEOE_0677	*	PEPE_0692	SAOUHSC_01792	SAG1622	SanJ4211_1473c	SDEG_0398	Sez_1663	GALLO_1823	SGO_0509	SCIM_RS06805	KE3_RS08150	smi_0583	SMU_1922	SPD_1522	L897_01580	M5005_Spy0285	SSU1537	str0320	SUB0382	AC806_RS05665
10	10	0.00944	*	BAXH7_03910	*	*	BLi04239	B14_RS01230	BMD_2350	BSU37740	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LAF_1107	*	*	BB562_07545	lp_2036	*	*	*	*	*	LEUM_1161	OEOE_0151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	8	0.246	Aflv_0773,Aflv_2453	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	GK0157,GK0350,GK0781,GK0881,GK1703,GK1917	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.0157	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	EF_2085	*	*	*	LCABL_09560	*	*	*	*	*	*	*	*	*	*	llmg_0852	*	*	*	*	*	SAG0605	*	*	*	GALLO_0420	*	*	*	smi_1506	SMU_42	*	*	*	*	*	*	*
8	8	0.0531	*	BAXH7_00824	BF25_RS30540	*	*	*	*	BSU08580	BMB171_C1748	*	*	Cbei_3378	*	CKL_2551	NT01CX_0008	CPF_0994	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.0174	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LVIS_2194	*	*	*	*	*	BB562_15390	lp_3373	*	*	*	*	llmg_0267	*	*	*	*	SAOUHSC_00330	*	*	*	*	*	*	*	*	*	*	*	*	*	SSU1572	*	SUB1022	*
31	31	0.00577	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	EF_1324	*	*	LVIS_1273	LCABL_13940	LBUL_0648	LAF_0447	lhv_0815	LJ_0945	BB562_05735	lp_2357	LAR_0461	DU507_06245	C0213_06360	LSL_0606	llmg_0781	*	*	*	PEPE_1313	*	SAG1151	SanJ4211_0975c	SDEG_1169	Sez_1145	*	SGO_1237	SCIM_RS04605	KE3_RS03970	smi_0908	SMU_1201c	SPD_0754	L897_03740	M5005_Spy0714	SSU0720	str0591	SUB1009	AC806_RS06935
2	14	0.285	*	*	*	*	*	*	*	*	*	*	*	*	*	*	NT01CX_0152,NT01CX_0251,NT01CX_0272,NT01CX_0341,NT01CX_0774,NT01CX_0782,NT01CX_0799,NT01CX_0816,NT01CX_0858,NT01CX_1052	*	CTC_00065,CTC_00089,CTC_00214,CTC_00549	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
25	25	0.00107	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	EF_1727	*	*	LVIS_0835	LCABL_16840	*	LAF_1165	*	*	BB562_08580	lp_1778	*	DU507_07650	C0213_05490	LSL_0841	*	*	*	*	PEPE_0938	*	SAG1388	SanJ4211_0735	SDEG_0766	Sez_0853	GALLO_1365	SGO_1028	SCIM_RS05520	KE3_RS06130	*	SMU_692	*	L897_03260	M5005_Spy0615	SSU1110	str1138	SUB0707	AC806_RS05115
10	10	0.0199	Aflv_0168	BAXH7_03425	BF25_RS17950	ABC3378	BLi03497	B14_RS04875	BMD_1415	BSU33130	BMB171_C1271	*	*	*	*	*	*	*	*	*	*	GK0430	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
10	10	0.0123	*	*	BF25_RS02080	ABC3424	*	*	*	*	BMB171_C4194	*	*	*	*	*	NT01CX_1445	CPF_0211	CTC_01194	*	*	*	*	LVIS_0698	*	*	LAF_0151	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_043100	*	SAOUHSC_01082	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
10	10	0.00472	*	*	BF25_RS16150	ABC3480	*	*	*	*	BMB171_C1632	*	*	*	*	CKL_2617	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SAG1506	SanJ4211_1157c	*	*	*	SGO_1820	SCIM_RS07870	*	smi_1712	SMU_174c	*	*	*	*	*	*	*
46	46	0.00973	Aflv_2423	BAXH7_03337	BF25_RS27950	ABC2948	BLi03420	B14_RS05250	BMD_4969	BSU32310	BMB171_C4576	*	*	*	*	*	*	*	*	*	EF_1187	GK2972	LBA0435	LVIS_1185	LCABL_08850	LBUL_1470	LAF_0552	lhv_0461	LJ_0497	BB562_06285	lp_2236	LAR_0545	DU507_04140	C0213_02135	LSL_0435	llmg_0193	LEUM_1321	*	PPSQR21_041810	PEPE_1228	SAOUHSC_00862	SAG0457	SanJ4211_0436	SDEG_1528	Sez_0578	GALLO_0544	SGO_0653	SCIM_RS02270	KE3_RS02610	smi_0818	SMU_521	SPD_0668	L897_06300	M5005_Spy1262	SSU1489	str1697	SUB1305	AC806_RS08935
13	13	0.0156	*	BAXH7_02759	*	ABC1589	BLi02872	B14_RS07920	*	BSU27470	*	*	CA_C1676	Cbei_1102	CBO2566	CKL_1320	*	CPF_2036	CTC_01053	*	*	GK2560	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_038150	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
19	19	0.0177	Aflv_0939	BAXH7_02555	BF25_RS03910	ABC2471	BLi02607	B14_RS09255	BMD_4449	BSU24360	BMB171_C3846	CD630_11990	CA_C2086	Cbei_1699	CBO1888	CKL_1225	NT01CX_1976	CPF_2080	CTC_01583	*	*	GK2401	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_030060	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
31	31	0.00506	Aflv_2302	BAXH7_04030	*	ABC1515	BLi01053	B14_RS16530	BMD_0564	BSU38820	*	CD630_24570	CA_C3236	Cbei_0862	*	*	*	CPF_2653	*	*	EF_2207	GK0632	*	*	*	*	*	*	*	BB562_16175	lp_3650	*	*	*	*	llmg_1742	*	*	PPSQR21_001600	*	*	SAG1926	SanJ4211_1597c	SDEG_0234	Sez_1773	*	SGO_0351	SCIM_RS07620	KE3_RS00610	smi_1593	*	SPD_0517	L897_08430	M5005_Spy1683	SSU1702	*	SUB0244	AC806_RS09530
12	12	0.0101	*	*	*	*	*	*	BMD_3650	*	BMB171_C2880	*	*	*	*	*	*	*	*	*	*	*	LBA1076	*	LCABL_25220	*	*	*	LJ_0650	BB562_04970	*	*	DU507_12240	*	*	*	*	*	PPSQR21_020490	PEPE_1786	SAOUHSC_00335	*	*	*	*	*	*	*	*	*	SMU_1243	*	*	*	SSU0600	*	*	*
43	43	0.013	Aflv_2123	BAXH7_02418	BF25_RS19135	ABC2526	BLi01246	B14_RS15495	BMD_0721	BSU11530	BMB171_C1051	*	*	*	*	*	*	*	*	*	EF_2675	GK0821	*	LVIS_1477	LCABL_10120	LBUL_0516	LAF_0558	lhv_0690	LJ_0820	BB562_06475	lp_2226	LAR_0553	DU507_04505	C0213_07975	LSL_0397	*	*	OEOE_1161	*	PEPE_1205	SAOUHSC_00936	SAG0804	SanJ4211_0586	SDEG_1439	Sez_0660	GALLO_0668	SGO_1575	SCIM_RS02975	KE3_RS03090	smi_0980	SMU_644	SPD_0865	L897_05670	M5005_Spy1137	SSU1083	str0453	SUB1236	AC806_RS08820
35	35	0.0171	Aflv_2689	BAXH7_03813	BF25_RS26370	ABC3849	BLi03924	B14_RS02755	BMD_5132	BSU36780	*	*	*	*	*	*	*	*	*	*	EF_2606	GK3343	*	LVIS_1277	LCABL_13900	LBUL_0645	LAF_0443	lhv_2402	LJ_0942	*	*	*	DU507_06225	C0213_06385	LSL_0602	*	*	OEOE_0667	PPSQR21_047000	PEPE_1315	SAOUHSC_02338	SAG0865	SanJ4211_0652	*	Sez_0800	GALLO_0795	*	*	KE3_RS03400	*	SMU_1526c	*	L897_03095	M5005_Spy0583	SSU1012	str1168	SUB0674	AC806_RS06955
8	8	0.0215	*	BAXH7_00263	*	*	BLi00321	B14_RS20175	BMD_0810	BSU02780	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SGO_0455	SCIM_RS07030	*	*	*	*	*	*	*	*	*	AC806_RS08050
10	10	0.00509	*	*	*	*	*	*	BMD_3663	*	*	CD630_19150	*	Cbei_4059	*	CKL_1073	NT01CX_0493	CPF_0893	CTC_02174	*	EF_1626	*	*	LVIS_1616	*	*	*	*	*	*	*	LAR_1636	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.0623	*	*	*	*	*	*	*	*	BMB171_C3120	*	CA_C3554	Cbei_3072	*	*	*	*	*	*	*	*	*	LVIS_2300	*	*	*	*	*	BB562_14845	lp_3245	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.0221	*	*	*	*	*	*	*	*	*	*	*	*	CBO2351	CKL_3271	*	*	CTC_01091	*	*	*	*	*	LCABL_13280	*	*	*	LJ_0313	BB562_05460	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
55	55	0.00326	Aflv_1828	BAXH7_01941	BF25_RS05680	ABC2355	BLi01741	B14_RS13620	BMD_4262	BSU15240	BMB171_C3572	CD630_26500	CA_C2125	Cbei_1584	CBO1461	CKL_1188	NT01CX_1941	CPF_2112	CTC_01628	AC079_10450	EF_0995	GK1120	*	LVIS_1448	LCABL_15030	LBUL_0675	LAF_0575	lhv_0857	LJ_0973	BB562_06605	lp_2195	LAR_0572	DU507_06730	C0213_04165	LSL_1049	llmg_0914	LEUM_1494	OEOE_1145	PPSQR21_033470	PEPE_1185	SAOUHSC_01148	SAG0477	SanJ4211_0449	SDEG_1507	Sez_0593	GALLO_0601	SGO_0673	SCIM_RS02330	KE3_RS02725	smi_1447	SMU_550	SPD_0600	L897_06245	M5005_Spy1251	SSU0432	str0733	SUB1292	AC806_RS08425
6	6	0.025	*	*	*	*	*	*	*	*	*	*	*	Cbei_2264	CBO2084	*	NT01CX_1722	CPF_1741	CTC_p44	*	*	GK3281	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
36	36	0.0266	Aflv_0558	BAXH7_02879	BF25_RS02045	ABC2678	BLi03008	B14_RS07245	BMD_4726	BSU28610	BMB171_C4201	*	*	*	*	*	*	*	*	*	EF_1402	GK2696	*	LVIS_1219	LCABL_08500	*	*	*	*	BB562_06110	lp_2272	*	DU507_03965	*	LSL_1107	*	LEUM_1719	*	*	*	SAOUHSC_01096	SAG1721	SanJ4211_1697c	SDEG_1891	Sez_0332	GALLO_1943	SGO_0258	SCIM_RS01140	KE3_RS08645	smi_1735	SMU_1872c	SPD_0369	L897_07835	M5005_Spy1563	SSU0219	str1764	SUB1562	AC806_RS07110
22	22	0.0043	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LVIS_2284	*	LBUL_0815	*	lhv_1432	LJ_1565	BB562_03265	lp_2914	*	*	C0213_05140	LSL_0073	*	LEUM_0433	*	*	PEPE_1785	*	SAG0137	SanJ4211_0372	SDEG_0345	*	*	SGO_1726	SCIM_RS01955	KE3_RS01285	smi_1818	SMU_243	SPD_0414	L897_01335	M5005_Spy0237	*	*	SUB0338	*
9	9	0.0281	*	*	*	ABC1367	BLi03630	B14_RS04210	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LVIS_1131	*	*	LAF_0465	*	*	*	lp_2439	*	*	*	*	*	*	OEOE_1840	*	*	*	*	*	*	*	*	*	*	*	smi_0423	*	*	L897_05155	*	*	*	*	*
14	14	0.0294	*	*	BF25_RS09015	ABC1969	BLi04106	B14_RS01870	BMD_2901	BSU38670	*	CD630_02921	*	*	*	CKL_2488	*	*	*	AC079_08495	*	*	*	*	LCABL_01190	*	*	*	*	BB562_14865	lp_3250	*	*	*	*	*	*	*	*	PEPE_1738	*	SAG2036	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	14	0.0142	*	*	*	*	*	*	*	*	*	CD630_29580	*	*	CBO2627	*	NT01CX_1644	CPF_1893	CTC_00996	*	EF_1495	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SanJ4211_0076	*	*	GALLO_2064	SGO_0131	SCIM_RS00520	*	smi_0802	*	*	L897_00890	M5005_Spy0128	*	*	*	AC806_RS01320
11	11	0.00588	*	*	*	*	BLi04370	B14_RS00665	*	BSU05400	*	*	*	*	*	*	*	*	*	AC079_11500	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_006030	*	SAOUHSC_02774	*	*	*	*	*	SGO_1685	*	*	smi_1721	SMU_961	SPD_0373	*	*	*	str0652	*	*
50	50	0.00707	Aflv_0055	BAXH7_00067	BF25_RS25020	ABC0098	BLi00075	B14_RS00230	BMD_0080	BSU00620	BMB171_C0055	*	CA_C3207	Cbei_0095	CBO3530	CKL_0161	NT01CX_1029	CPF_2798	*	*	EF_0261	GK0055	*	LVIS_0519	LCABL_27110	LBUL_0320	LAF_0217	lhv_0293	LJ_0279	BB562_14315	lp_0542	*	DU507_13120	C0213_08840	LSL_1357	llmg_0016	LEUM_0401	OEOE_0185	PPSQR21_000510	PEPE_1549	SAOUHSC_00482	SAG0011	SanJ4211_0009	SDEG_0010	Sez_0010	*	SGO_2138	SCIM_RS00045	KE3_RS00050	smi_0008	SMU_10	SPD_0008	L897_00040	M5005_Spy0008	SSU0010	str0008	SUB0010	AC806_RS11045
2	7	0.123	Aflv_0219,Aflv_1172,Aflv_2062,Aflv_0159	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	GK3312,GK0295,GK2663	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.0359	*	*	*	*	*	*	*	*	*	CD630_28080	*	Cbei_1529	CBO3072	CKL_3146	NT01CX_1831	CPF_2205	CTC_02214	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.0337	*	*	*	*	*	*	*	*	*	*	CA_C2863	Cbei_0420	CBO0158	CKL_3686	NT01CX_0528	CPF_2450	CTC_00313	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
15	15	0.0157	*	*	BF25_RS18880	*	*	*	*	*	BMB171_C1101	CD630_19330	CA_C2440	Cbei_1528	*	CKL_0381	*	*	*	*	*	*	*	LVIS_0157	LCABL_12440	*	LAF_1751	*	*	BB562_04400	lp_2663	*	DU507_05475	C0213_08190	*	*	LEUM_1964	OEOE_1814	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.025	Aflv_0429	BAXH7_04091	BF25_RS07885	*	*	*	BMD_2050	BSU39580	BMB171_C3211	*	*	*	*	*	*	*	*	*	*	GK2834	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
53	53	0.0176	Aflv_2231	BAXH7_01043	BF25_RS19420	*	BLi01156	B14_RS15980	BMD_0642	BSU10620	BMB171_C1003	CD630_10400	CA_C2263	Cbei_0013	CBO0426	CKL_0996	NT01CX_1235	CPF_0024	CTC_00686	*	EF_1112	GK0681	*	LVIS_2268	LCABL_17120	LBUL_0907	LAF_0036	lhv_1274	LJ_1204	BB562_04270	lp_2694	LAR_0047	DU507_07805	C0213_05325	LSL_1608	llmg_0003	LEUM_1482	OEOE_0308	PPSQR21_034160	PEPE_1833	SAOUHSC_00904	SAG0873	SanJ4211_0637	SDEG_0741	Sez_0828	GALLO_0802	SGO_1414	SCIM_RS06200	KE3_RS03435	smi_1067	SMU_1500	SPD_1015	L897_03155	M5005_Spy0594	SSU0707	str1717	SUB0685	AC806_RS04815
16	16	0.0166	Aflv_1730	BAXH7_01831	*	ABC2259	BLi01851	B14_RS13080	BMD_4170	BSU16300	*	CD630_02580	CA_C2152	Cbei_4258	CBO2650	CKL_1162	NT01CX_1914	*	CTC_01664	*	*	GK1229	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_019740	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
16	16	0.0139	Aflv_1739	BAXH7_01839	*	ABC2267	BLi01843	B14_RS13120	BMD_4178	BSU16230	*	CD630_02500	CA_C2160	Cbei_4266	CBO2660	CKL_1155	NT01CX_1904	*	CTC_01674	*	*	GK1221	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_019650	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
18	18	0.00309	*	BAXH7_03970	*	*	*	*	*	BSU38260	*	*	*	*	*	*	*	*	*	AC079_09110	*	*	*	LVIS_0299	LCABL_07140	*	LAF_0390	*	*	BB562_15555	lp_3430	LAR_1456	DU507_03240	C0213_10020	LSL_1689	*	*	*	PPSQR21_040140	*	SAOUHSC_00326	*	*	*	*	*	SGO_1164	*	*	smi_1277	*	SPD_1156	*	*	*	str1023	*	*
21	21	0.0182	Aflv_2404	BAXH7_02778	*	ABC1567	BLi02890	B14_RS07840	BMD_1178	BSU27630	*	*	*	*	CBO1273	*	*	*	*	*	EF_1689	GK2955	LBA0951	LVIS_1378	LCABL_15760	*	*	lhv_1045	LJ_1075	BB562_07060	lp_2088	*	DU507_07140	C0213_05980	*	*	*	*	PPSQR21_017710	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC806_RS04930
26	26	0.00088	Aflv_0413	BAXH7_03068	BF25_RS28945	ABC2879	BLi03197	B14_RS06320	BMD_4848	BSU30560	BMB171_C4403	*	*	*	*	CKL_2699	*	*	*	*	*	GK2850	LBA0466	*	LCABL_20410	*	*	*	LJ_0149	BB562_15510	lp_3418	*	DU507_09805	*	LSL_0395	*	*	*	*	*	SAOUHSC_01910	*	SanJ4211_0462	*	*	*	SGO_1656	SCIM_RS02380	KE3_RS03245	*	SMU_1389	*	*	*	*	*	SUB1583	AC806_RS09720
11	11	0.0196	*	*	*	*	*	*	*	*	*	CD630_30380	CA_C1857	Cbei_4599	*	*	*	CPF_0638	CTC_01334	*	*	*	*	LVIS_0945	*	*	LAF_1808	*	*	BB562_15685	lp_3460	LAR_1684	*	*	*	*	LEUM_0476	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
19	19	0.0158	Aflv_0937	BAXH7_02557	BF25_RS03900	ABC2473	BLi02609	B14_RS09245	BMD_4451	BSU24380	BMB171_C3848	CD630_11970	CA_C2088	Cbei_1697	CBO1890	CKL_1223	NT01CX_1974	CPF_2082	CTC_01585	*	*	GK2403	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_030080	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
18	18	0.018	Aflv_1734	BAXH7_01834	BF25_RS16835	ABC2262	BLi01848	B14_RS13095	BMD_4173	BSU16280	BMB171_C1516	CD630_02540	CA_C2156	Cbei_4262	CBO2656	CKL_1159	NT01CX_1908	*	CTC_01669	*	*	GK1226	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_019700	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	5	0.163	*	*	*	*	*	*	BMD_3968	*	*	*	*	*	CBO0543	CKL_2987,CKL_2834,CKL_2986	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	4	0.148	*	*	*	ABC3416	*	*	BMD_3377	*	*	*	*	*	*	*	*	*	*	AC079_12385,AC079_13150	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	4	0.12	*	*	*	*	*	*	BMD_3576	*	*	*	*	*	CBO2036	*	*	*	*	AC079_02820,AC079_01830	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	4	0.105	*	*	*	*	*	*	*	*	*	*	CA_C2010	Cbei_3548,Cbei_3030	*	CKL_2577	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.134	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	lp_1590	*	*	*	*	*	LEUM_1862	OEOE_0110	*	PEPE_1452	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.113	*	*	BF25_RS27660	*	*	*	*	*	BMB171_C3203	CD630_33920	*	*	*	*	*	*	*	*	EF_1896	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	4	0.239	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SDEG_1107	*	*	*	*	*	*	*	*	L897_04945,L897_05825,L897_07485	*	*	*	*	*
4	4	0.0398	*	*	BF25_RS17225	*	*	*	*	*	BMB171_C1415	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LAF_1045	*	LJ_1467	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
